id,name,Latitude,Longitude,address,url
1fbfa468-4a0f-4d75-b462-d2c086bfbd44,Reotrans (via Equator),34.058699,-84.290254,"2300 Lakeview Parkway, Suite 700, Alpharetta, GA 30009",https://www.equator.com/
208e6dbd-38b3-4728-8f06-c7f64102ab53,Canadian Mortgage Loan Services Limited,45.628712,-122.647206,"1066 West Hastings Street, Suite 2110, Vancouver, BC V6E 3X2",http://www.cmls.ca
217cd63b-a8b4-4654-b537-44a142635327,Maiden & Associates Architecs/Engineers/ Planners,38.95424,-77.082717,"4930 Wisconsin Ave NW, Washington, DC 20016",http://www.maidenarchitects.com
21e89eb1-7d14-44fd-a1a9-1c5a055548f3,Verity Solutions,40.370684,-74.008432,"P.O. Box 484, Rumson, NJ 07760",https://verityinspections.com/
2235d0b3-a7fa-4605-8a34-f8dfbdc6dd9d,Safeguard Properties Management,41.3607,-81.592642,"7887 Hub Parkway, Valley View, OH 44125",https://safeguardproperties.com/
225f1d33-3e35-4e38-bbdc-de29af308f4c,WinnCompanies,42.359249,-71.057921,"One Washington Mall, Suite 500, Boston, MA 02108",https://www.winncompanies.com/
2283c69e-e3a7-4b62-87a6-a87b603309e2,Rocket Close,42.330921,-83.04528,"662 Woodward Ave, 10th Floor, Detroit, MI 48226",https://www.rocketclose.com
22e3f87b-a553-462d-b905-c3793adef878,Credible Home Inspections,41.387203,-81.304222,"Chagrin Falls, OH 44023",http://www.crediblehomeinspections.com
23205aa0-fd61-4240-8105-74db1429aa85,Venture Underwriting LLC,33.980927,-84.348046,"365 Northridge Rd, Suite 400, Atlanta, GA 30350",https://ventureunderwriting.com/
2342dc47-4494-43f0-8d8a-c72463399006,ARMStrong Insurance Services,40.192297,-85.216028,"12703 West State Road 32, Parker City, IN 47368",https://armstrong-is.com
2346320e-a17e-46db-a13e-6138b5f21a55,Castle High Value,40.757603,-73.973994,"320 Park Avenue, 29th Floor, New York, NY 10022",https://www.exlservice.com/
234c4b88-ba06-498d-b0bb-424a92d2714a,NextDay Inspect®,39.033993,-77.402203,"46179 Westlake Dr, Sterling, VA 20165",https://www.nextdayinspect.com/
23e80146-1a9e-4305-a20e-f13dd969374f,Nationwide Loan Inspections,34.10927,-83.76267,"P.O. Box 603, Braselton, GA 30517",https://nationwideloaninspections.com/
242c0d1f-a027-4b04-a6d9-5a7248e3fc39,Adaptive Property Solutions,38.795842,-77.609092,"7371 Atlas Walk Way, Suite 327, Gainesville, VA 20155",http://www.adaptivepropertysolutions.com
25c30192-e7e3-4050-a7e7-777d030c3ad2,Red Oak Field Services,47.691736,-116.654109,"P.O. Box 3829, Coeur d'Alene, ID 83816",http://www.redoakfs.com
25ea3092-52ef-40fc-9c0a-69d4830930ff,Certified Group,40.759737,-73.413412,"65 Marcus Drive, Melville, NY 11747",https://www.certifiedgroup.com/
264d59b9-3ad0-4298-97a2-3dd89ac20703,OPENLANE,39.950662,-86.15882,"11299 N Illinois Street, Suite 500, Carmel, IN 46032",https://www.openlane.com
26686d7a-0b14-43f3-9383-d92f00f0508b,ProTeck,42.387025,-71.199413,"465 Waverley Oaks Road, Suite 320, Waltham, MA 02452",
